지점,지점명,일시,최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),합계 일조시간(hr),일조율(%)
112,인천,2025-02,12.3,-11.3,1015.9,60,3.5,3.2,1.9,225.8,74.5
112,인천,2025-03,23.3,-1.2,1009.9,62,26.5,3.3,4.4,225.2,60.64
114,원주,2023-04,28.3,1.5,996.9,53,39.1,1.3,5.2,189.7,48.09
114,원주,2023-05,30.8,4,995.8,58,130.7,1.1,5.5,239.9,54.61
114,원주,2023-06,33.6,14.6,989.9,65,140,1.1,5.7,232,52.66
114,원주,2023-07,34.3,19.6,990.7,77,463.3,1,6.7,157.7,35.18
114,원주,2023-08,34.2,19.6,988.9,74,233,1,6.6,152.7,36.24
114,원주,2023-09,31.6,13.8,996.1,75,158.6,.8,6,160.7,43.03
114,원주,2023-10,23.1,2.8,1001.4,72,37.8,.7,4.4,201.9,57.87
114,원주,2023-11,25.7,-6,1003.3,61,66.7,1.1,3.6,181.8,59.35
114,원주,2023-12,17.5,-13.6,1006.3,68,80.7,1,4.2,152.3,50.92
114,원주,2024-01,11.4,-12.3,1006.6,66,12.4,.9,3.7,161.3,52.46
114,원주,2024-02,17.7,-4.2,1006.1,69,62.4,1,6.4,115.2,36.7
114,원주,2024-03,23.2,-7.7,1000,54,42.1,1.3,4.5,192.3,51.75
114,원주,2024-04,30.1,4.6,996.2,54,41.4,1.1,5.1,180.4,45.61
114,원주,2024-05,28.5,7.8,995.6,59,97.8,1.2,4.2,267.2,60.73
114,원주,2024-06,35.6,12.3,990.6,60,125,1.1,4.6,281,63.78
114,원주,2024-07,33.9,21.2,989.9,76,490.7,1.2,7.4,122.2,27.28
114,원주,2024-08,35.3,20.3,990.6,72,106.5,1,4.8,225.6,53.68
114,원주,2024-09,34.2,13.5,996.3,73,219.3,.9,5.9,173.8,46.67
114,원주,2024-10,24,6.4,1002.7,75,116.2,.6,5.5,156.6,45
114,원주,2024-11,22.9,-3.8,1004,70,57.2,.6,4.5,181.1,59.3
114,원주,2024-12,14.2,-9.9,1004.9,58,3.5,.9,3.6,203.4,68.05
114,원주,2025-01,10.6,-14.2,1005.4,63,12,.8,4.3,167.4,54.33
114,원주,2025-02,13.2,-14.1,1005.4,53,3.5,1.2,2.9,229.8,75.77
114,원주,2025-03,25.3,-2.4,1000.2,53,31.2,1.2,5.3,196.7,52.98
115,울릉도,2023-04,24.3,6.5,987.7,71,68.9,4.4,4.8,224.1,56.76
115,울릉도,2023-05,29,9,987.3,71,152.6,4.7,5.9,240.6,54.72
115,울릉도,2023-06,29.1,16,981.4,79,125.3,3.6,5.9,197.8,44.81
115,울릉도,2023-07,32.7,19.2,982.6,86,222.5,4.3,6.4,179.3,39.96
115,울릉도,2023-08,33.5,21.8,981.1,90,41.1,2.6,6.7,166.8,39.59
115,울릉도,2023-09,29.1,15.8,987.5,86,292,3.7,6.7,138.3,37.04
115,울릉도,2023-10,24.6,9.4,990.8,66,49.1,3.3,4.4,193.3,55.42
115,울릉도,2023-11,24.5,.2,990.9,69,115.5,4.6,5.6,122.8,40.16
115,울릉도,2023-12,18.6,-5.6,995.5,73,183.8,3.9,6.5,95.4,31.92
115,울릉도,2024-01,12,-5.5,994.6,74,135.7,4.2,6.1,98.8,32.16
115,울릉도,2024-02,16.6,-1.8,996.9,79,95.7,5.3,6.9,73.9,23.56
115,울릉도,2024-03,17.3,-4.6,990.1,69,89.9,4.6,5.1,175.7,47.31
115,울릉도,2024-04,22.9,3.5,988.2,76,45.2,4.2,5,197.6,49.95
115,울릉도,2024-05,26.2,7.9,986.6,72,84.3,4.8,4.3,257,58.36
115,울릉도,2024-06,30.5,13.3,982.5,81,86.9,3.6,5,250.2,56.68
115,울릉도,2024-07,32.9,20.2,981.7,89,208.2,5.2,6.7,191.7,42.78
115,울릉도,2024-08,33.7,20.9,983.3,87,33.7,3.2,4.5,214.3,50.98
115,울릉도,2024-09,32,16.4,988.8,87,543.4,3.6,6,143.4,38.51
115,울릉도,2024-10,25.2,10,994,80,227.2,3.8,6.2,113.3,33.61
115,울릉도,2024-11,21.8,1.8,994.1,78,264.6,4.1,6.3,86.8,28.43
115,울릉도,2024-12,15.7,-.5,991.7,67,138.8,3.7,6.6,101.4,33.95
115,울릉도,2025-01,10.9,-7.1,993,70,97.5,3.7,6.3,100.5,32.65
115,울릉도,2025-02,13.7,-6.8,992.1,71,112.2,3.8,5.7,113,37.28
115,울릉도,2025-03,21,-.9,990.6,71,91.5,5,5.3,166.4,44.8
119,수원,2023-04,28.2,1.5,1010.2,61,67.4,2.2,5.1,188.9,47.87
119,수원,2023-05,30.4,5.1,1008.5,66,120.3,1.9,5.3,235.2,53.56
119,수원,2023-06,33.6,13.9,1002.5,74,131.5,2,5.5,214.7,48.77
119,수원,2023-07,34.4,20.5,1002.9,83,490.5,2,6.7,164.8,36.76
119,수원,2023-08,34.9,19.9,1001,78,200.7,1.9,6.2,194.1,46.09
119,수원,2023-09,32.5,13.9,1008.5,77,135.6,1.6,6.1,169,45.26
119,수원,2023-10,24.4,3,1014.3,72,35.8,1.5,3.9,216.4,62.04
119,수원,2023-11,26.2,-6.5,1017,67,99,2.2,4,175.3,57.21
119,수원,2023-12,17.6,-13.7,1020,71,83.5,1.8,4.8,143.3,47.89
119,수원,2024-01,11.5,-13.1,1020.7,68,21.2,1.8,4.2,170.7,55.46
119,수원,2024-02,18,-5,1019.6,76,74.8,1.9,6.2,104.4,33.25
119,수원,2024-03,22.5,-8.5,1013.7,64,30.2,2.3,4.1,212.3,57.15
119,수원,2024-04,27.9,3,1009.2,64,55,1.8,5.1,215.5,54.5
119,수원,2024-05,27.3,6.9,1008.6,68,109.4,2.1,4.2,266.5,60.6
119,수원,2024-06,35.1,12.8,1003.1,67,137.5,1.9,4.4,295,66.98
119,수원,2024-07,33.4,20.5,1001.9,82,403.3,2.3,7.7,114.8,25.64
119,수원,2024-08,35.7,21.2,1002.5,77,127.6,1.7,4.7,216.8,51.58
119,수원,2024-09,34,15.7,1008.4,74,219.4,1.8,5.6,183.8,49.37
119,수원,2024-10,24.8,5.6,1015.3,73,97.2,1.6,4.7,174,50
119,수원,2024-11,24.1,-5.2,1017.2,67,98.1,1.6,4,186.4,60.95
119,수원,2024-12,12.3,-8.7,1018.9,61,4.5,1.7,3.3,197.2,65.95
119,수원,2025-01,10.6,-12.4,1019.4,63,20.5,1.7,4,169.8,55.08
119,수원,2025-02,13.9,-12.5,1019.8,57,5.4,2.2,2.1,224.2,73.85
119,수원,2025-03,24.9,-3.4,1013.7,60,37.5,2.4,4.7,218.4,58.8
121,영월,2023-04,30,-.7,986.6,57,52.3,1.4,5.1,190.2,48.23
121,영월,2023-05,30.8,2.9,985.6,64,119.2,1.1,5.6,225,51.25
121,영월,2023-06,34.2,11.2,979.8,72,180.8,1,6,215.4,48.93
121,영월,2023-07,34.9,18.9,981,85,491.5,.7,7,152.9,34.14
121,영월,2023-08,36.5,18.9,979.2,80,290.1,1,6.8,180.5,42.88
121,영월,2023-09,31.4,12.5,986.1,81,166.8,.8,6.3,166.6,44.62
121,영월,2023-10,22.7,.5,991,80,21.2,.7,4.9,170.9,48.97
121,영월,2023-11,25.8,-7.7,992.3,65,37.3,1.2,3.7,185,60.36
121,영월,2023-12,17.6,-15,995.3,69,100.5,1,4,150.4,50.22
121,영월,2024-01,13.6,-14.7,995.2,67,21.1,1.1,3.6,165,53.54
121,영월,2024-02,17.3,-6.8,995.3,73,66.4,1,6.5,105.7,33.66
121,영월,2024-03,23.9,-9.9,989,56,45.6,1.4,4.4,202.2,54.41
121,영월,2024-04,32.2,2.2,986,59,40.2,1.2,5.2,200.5,50.71
121,영월,2024-05,30,5.6,985.3,65,114.7,1.1,4,282,64.15
121,영월,2024-06,36.2,8.4,980.5,68,143.6,1,4.6,267.3,60.71
121,영월,2024-07,32.9,19.8,980.2,83,495.3,.9,7.3,134.7,30.09
121,영월,2024-08,36.6,18,980.9,78,58.6,1,4.3,239.4,56.97
121,영월,2024-09,35,10.9,986.6,78,177.4,1,6.1,178,47.8
121,영월,2024-10,23.9,6,992.4,82,120.5,.8,6.3,135.6,38.95
121,영월,2024-11,23.6,-4.9,993.2,74,31.2,.9,4.6,168.6,55.1
121,영월,2024-12,12.9,-12.2,993.3,59,2.1,1.2,3.5,203.7,68.04
121,영월,2025-01,11,-17.3,994,65,15.2,1,4.5,183.3,59.42
121,영월,2025-02,13.3,-17.3,993.7,54,6.8,1.4,2.4,245.9,81.02
121,영월,2025-03,26.6,-6.1,989.2,57,49.1,1.5,5,186.9,52.08
127,충주,2023-04,27.3,-.7,1000.7,57,32.1,1.6,5.3,192.5,48.82
127,충주,2023-05,32,3,999.1,62,123.8,1.4,5.5,239.6,54.65
127,충주,2023-06,33.4,12.1,993.2,71,239.6,1.3,5.9,196.8,44.74
127,충주,2023-07,34.9,19.2,993.9,81,554.2,1.1,6.7,139.3,31.13
127,충주,2023-08,35.5,18.2,991.9,78,248,1.2,6.3,172.2,40.96
127,충주,2023-09,31.9,13.3,999.2,79,242.5,1.1,6.1,173.1,46.38
127,충주,2023-10,23.1,.8,1004.9,79,31.3,.8,4.5,191.4,54.83
127,충주,2023-11,26.4,-8,1007.2,68,50.8,1.5,3.6,178.4,58.11
127,충주,2023-12,18.6,-14.7,1010.2,73,96.3,1.4,4.3,129.3,43.1
127,충주,2024-01,11.6,-13.7,1010.7,72,34.6,1.3,3.6,145.1,47.03
127,충주,2024-02,18.3,-6.2,1009.9,74,86.6,1.4,6.6,97.1,30.87
127,충주,2024-03,22.3,-9.9,1003.9,59,50.8,1.7,4.4,194.1,52.23
127,충주,2024-04,28.7,2.5,999.7,61,59,1.4,5.2,203.3,51.46
127,충주,2024-05,29.2,6.1,999,65,128.7,1.5,3.9,274.8,62.58
127,충주,2024-06,34.7,10.6,993.8,66,126.1,1.3,4.5,252,57.26
127,충주,2024-07,33.8,20.9,993.1,80,503.2,1.4,7,114,25.5
127,충주,2024-08,35.4,20.2,993.6,77,71.4,1.2,4.2,233.2,55.54
127,충주,2024-09,35.2,13.6,999.4,76,211.4,1.2,5.8,176.1,47.29
127,충주,2024-10,24.3,5.8,1006,81,122.8,1.1,5.7,147.6,42.35
127,충주,2024-11,24.1,-5.3,1007.7,75,49.1,1,4.5,165.8,54.11
127,충주,2024-12,15.3,-10.4,1008.9,66,4.3,1.3,3.6,170.4,56.78
127,충주,2025-01,9.8,-16.1,1009.5,66,19.6,1.2,4.1,155.1,50.21
127,충주,2025-02,13.9,-17.5,1009.6,56,7.5,1.7,2.5,209.2,77.03
127,충주,2025-03,26.2,-4.6,1003.8,56,51.3,1.8,5.1,201.3,57.8
129,서산,2023-04,26,-.5,1012,64,54.6,2.4,5.4,197.4,50.09
129,서산,2023-05,27.6,4.3,1010.2,72,132.9,2.1,5.6,225.7,51.53
129,서산,2023-06,33.3,13.9,1004.4,77,138.1,2.1,5.6,214.8,48.87
129,서산,2023-07,34,20.6,1004.5,86,507,2.2,6.5,159.2,35.63
129,서산,2023-08,35.2,19.5,1002.6,81,225,1.8,5.9,214.1,50.96
129,서산,2023-09,32.1,13.4,1010,81,166.1,1.6,6.1,153.3,41.08
129,서산,2023-10,24.6,3.2,1016.1,76,39.6,1.6,4.3,214.5,61.41
129,서산,2023-11,22.5,-4.4,1018.9,73,122.9,2.5,5.2,133.1,43.28
129,서산,2023-12,16.1,-13.6,1021.6,79,106.5,2.1,6.1,91.9,30.5
129,서산,2024-01,10.5,-9.5,1022.6,75,34.4,2,4.9,145,46.94
129,서산,2024-02,14.9,-6.2,1021.2,81,86.4,2.1,6.1,101.5,32.24
129,서산,2024-03,22.4,-8.3,1015.7,68,26.1,2.5,3.9,214.5,57.72
129,서산,2024-04,27.5,1.1,1010.9,69,45,1.8,5.1,202.2,51.2
129,서산,2024-05,26.8,6.3,1010.6,74,157.4,2.2,4.1,272.1,62.04
129,서산,2024-06,35.2,12,1005.2,71,120.4,1.9,4.3,281.7,64.07
129,서산,2024-07,34,19.9,1003.7,86,556.1,2.8,6.9,115.9,25.98
129,서산,2024-08,35.8,20.9,1004.3,81,197.6,1.7,4.2,220.4,52.56
129,서산,2024-09,34.4,14.8,1009.9,80,354.2,1.6,5.2,175,46.99
129,서산,2024-10,25.5,5.3,1017,78,150.3,1.6,4.9,172.2,49.41
129,서산,2024-11,23.7,-2.5,1019.1,71,62.1,1.9,4.2,181.4,59.11
129,서산,2024-12,15.6,-8.2,1020.9,70,16.1,1.8,5.4,146.5,48.62
129,서산,2025-01,10.4,-11.6,1021.4,73,38.9,1.8,4.8,155.6,50.31
129,서산,2025-02,14.9,-13,1022.1,66,10.2,2.4,3,195.5,64.31
129,서산,2025-03,24.3,-6,1015.8,68,39.7,2.7,4.3,216.5,58.31
130,울진,2023-04,29.5,4.5,1008.5,60,35.7,2.7,4.4,225.4,57.15
130,울진,2023-05,34.9,6.2,1007.6,71,109.5,2.3,5.7,245.4,55.98
130,울진,2023-06,32.6,13.9,1001.4,77,144.1,2.1,5.9,247.9,56.34
130,울진,2023-07,34.9,17.9,1002.1,85,187,2.1,6.7,165.4,36.97
130,울진,2023-08,37.3,19.8,1000.7,85,250.1,2.1,6.1,216.4,51.45
130,울진,2023-09,29.5,13.8,1008,83,274.9,2,6,169.4,45.38
130,울진,2023-10,25.3,5.4,1012.1,66,11.8,2.1,3.8,241.9,69.31
130,울진,2023-11,28.5,-4.1,1013.1,51,37.4,2.5,3.3,230.4,75.07
130,울진,2023-12,19.7,-10.3,1016.8,54,139.7,3.1,3.7,195.6,65.18
130,울진,2024-01,13.1,-11.4,1017,54,35.5,2.9,3.5,201,65.18
130,울진,2024-02,19.3,-2.1,1018.6,74,112.5,3.2,6.4,109.7,34.88
130,울진,2024-03,22.5,-6.5,1011.6,61,63.5,2.9,4.2,209.5,56.39
130,울진,2024-04,26.7,3.7,1008.5,71,54,2.7,5.1,202.6,51.27
130,울진,2024-05,31.2,5,1006.8,67,38.3,2.3,4.2,286.5,65.23
130,울진,2024-06,32.8,11.3,1001.9,76,80.2,1.9,4.8,278,63.17
130,울진,2024-07,36.6,19.1,1000.8,80,225.2,2.1,6.6,182.4,40.8
130,울진,2024-08,36.3,20.4,1002.5,82,54,1.7,3.9,257.6,61.39
130,울진,2024-09,35.3,13.3,1008.7,86,241.5,1.8,6.4,148,39.74
130,울진,2024-10,27.3,9.3,1014.4,79,77.3,1.9,6,144.7,41.53
130,울진,2024-11,23.6,-.4,1015.2,70,19,2.4,4.6,162.3,53
130,울진,2024-12,18,-4,1014.4,41,16.3,2.7,2.5,224.9,75.02
130,울진,2025-01,11.8,-10,1015.6,47,27.1,2.7,2.7,233,75.4
130,울진,2025-02,19.5,-10.6,1014.9,38,1.2,2.9,1.5,257,84.68
130,울진,2025-03,26.6,-2.9,1012,62,93.1,3,5.1,198.7,53.5
131,청주,2023-04,27.4,2.3,1007.7,51,30.1,1.5,4.9,195.7,49.7
131,청주,2023-05,32.3,7.5,1005.9,56,202.4,1.5,5.4,223.5,51.06
131,청주,2023-06,34.3,17.2,999.9,62,100.5,1.5,6,195.5,44.5
131,청주,2023-07,35.3,20.3,1000.5,75,698.5,1.2,7,135.4,30.34
131,청주,2023-08,36.4,21.1,998.3,71,297.7,1.5,6.1,157.1,37.41
131,청주,2023-09,32.9,15.3,1005.8,71,270.6,1.4,6.3,151.3,40.55
131,청주,2023-10,24.5,5.4,1011.8,64,17.4,1.1,4,202.4,57.89
131,청주,2023-11,26.5,-5.4,1014.5,60,41.5,1.3,4.2,170.7,55.46
131,청주,2023-12,19.6,-12.4,1017.4,66,97.3,1.2,5,119.1,39.49
131,청주,2024-01,12.4,-12.4,1018.1,64,37.2,1.3,5,140,45.29
131,청주,2024-02,18.8,-2.8,1016.9,68,79.1,1.5,6.3,94.1,29.88
131,청주,2024-03,21.4,-6.9,1011.2,53,37.9,1.7,4.4,205.5,55.29
131,청주,2024-04,28.9,5.8,1006.5,54,49.1,1.4,5.4,200,50.67
131,청주,2024-05,29.6,8,1006,57,122.7,1.5,4,271.5,61.94
131,청주,2024-06,36.3,15.5,1000.6,57,84.7,1.4,4.9,248.8,56.64
131,청주,2024-07,35.3,21.8,999.7,74,520.6,1.6,7.5,113,25.34
131,청주,2024-08,37,22.7,1000.1,68,113.1,1.5,4.6,212.5,50.68
131,청주,2024-09,36.2,15.6,1005.7,68,328,1.5,5.4,162.4,45.12
131,청주,2024-10,25.6,8.6,1012.8,71,112.7,1.3,5.5,138.8,39.8
131,청주,2024-11,24.1,-.5,1014.8,62,41.2,1.2,4.1,169.5,55.21
131,청주,2024-12,16.2,-6.6,1016.5,57,8.6,1.1,4.1,159.6,52.94
131,청주,2025-01,10.5,-12.9,1017,58,10.9,1.1,4.1,157.1,50.73
131,청주,2025-02,15.3,-11,1017.4,54,8.9,1.5,3,206.6,67.87
131,청주,2025-03,28.2,-1,1011.2,52,50.2,1.8,4.6,203.4,54.78
133,대전,2023-04,28,1.7,1007,54,54.5,2,4.7,202.5,51.46
133,대전,2023-05,31.4,5.1,1005.2,61,192.9,1.3,5.4,226.3,51.77
133,대전,2023-06,33.5,15.6,999.3,65,147.5,1.6,5.7,229.5,52.43
133,대전,2023-07,35,18.8,1000,82,776.3,1.2,7.1,147.9,33.19
133,대전,2023-08,35.7,19.2,997.8,76,326.9,1.3,6.1,186.4,44.44
133,대전,2023-09,32.5,14.2,1005.1,77,310.2,1.3,6.4,157.5,42.23
133,대전,2023-10,24.1,3.9,1011,69,12.2,1.3,4,227.8,65.12
133,대전,2023-11,26.3,-6.4,1013.7,64,40.3,1.8,4.2,167.7,54.43
133,대전,2023-12,19.8,-13.7,1016.4,70,124.1,1.6,5.1,141.1,46.75
133,대전,2024-01,13,-12.3,1017,67,47.8,1.7,4.8,144.4,46.6
133,대전,2024-02,19,-4.1,1015.9,70,93.9,1.9,6.3,103.4,32.81
133,대전,2024-03,21.4,-7.9,1010.4,57,57.9,2.2,4.2,212.2,57.1
133,대전,2024-04,29.4,3.7,1005.8,59,32.7,1.9,5.4,211.3,53.59
133,대전,2024-05,29.4,7,1005.4,62,126.8,1.9,4.1,283.5,64.76
133,대전,2024-06,36.6,13.5,1000.1,62,76.9,1.8,4.8,270.2,61.72
133,대전,2024-07,34.7,20.8,999.3,81,485.1,1.9,7.5,124.1,27.87
133,대전,2024-08,35.6,22,999.6,75,87.3,1.7,4.3,241,57.56
133,대전,2024-09,36,15.4,1005.1,73,204.6,1.7,5.1,195.6,52.55
133,대전,2024-10,25.3,6.4,1012,80,109.2,1.5,5.5,147,42.14
133,대전,2024-11,23.7,-2,1013.9,69,34.6,1.5,4.1,181.2,58.95
133,대전,2024-12,15.9,-7.5,1015.5,63,3.7,1.6,4.6,167.3,55.43
133,대전,2025-01,11.6,-12.9,1016,63,12.5,1.6,4.3,172.7,55.62
133,대전,2025-02,17,-11.3,1016.4,56,11.1,2.1,3.3,213.9,70.25
133,대전,2025-03,29.3,-2.1,1010.5,55,37.7,2.4,4.7,207.3,55.82
135,추풍령,2023-04,26.2,-1.2,986,58,43.9,2.8,4.7,201.5,51.22
135,추풍령,2023-05,31.4,2.9,984.7,66,144.8,2,5.7,217.5,49.81
135,추풍령,2023-06,31.2,13.1,979.1,72,254.9,2.1,6.1,221.8,50.72
135,추풍령,2023-07,33.7,17.1,980.7,85,390.3,1.5,7.2,138.4,33.25
135,추풍령,2023-08,33.9,18.7,978,81,288,1.9,6.3,171.6,40.92
135,추풍령,2023-09,30.3,12,985,82,199.8,1.7,6,154.3,41.37
135,추풍령,2023-10,23.6,1.9,990,70,12.2,1.9,3.9,232.3,66.37
135,추풍령,2023-11,26.7,-6,991.8,63,36.6,3.2,3.8,183.7,59.51
135,추풍령,2023-12,18,-13.7,994.4,69,117.1,2.8,4.2,151.5,50.13
135,추풍령,2024-01,12.4,-12.2,994.5,65,42.5,3.3,4,170.3,54.88
135,추풍령,2024-02,17.8,-6.4,994.4,73,100,2.5,6.4,96.1,30.47
135,추풍령,2024-03,20.7,-9.9,988.6,57,65.6,3.2,4.4,200.5,53.93
135,추풍령,2024-04,27.5,3.2,985,63,49.3,2.3,5.4,192.6,48.87
135,추풍령,2024-05,28.7,4.1,984.6,65,78.5,2.4,4.1,271.5,62.09
135,추풍령,2024-06,34.3,9.6,979.8,66,95.4,2,5.1,250.2,57.2
135,추풍령,2024-07,33.4,20.1,979.5,83,443.6,1.9,6.6,123.9,27.86
135,추풍령,2024-08,34.4,20,979.8,78,20.6,1.8,4.3,242.7,58.01
135,추풍령,2024-09,34.6,11.3,985.3,80,221.3,1.7,5.8,169,45.43
135,추풍령,2024-10,23.4,4.8,991.3,81,74.9,1.9,5.8,139,43.89
135,추풍령,2024-11,22.6,-4.1,992.5,71,31.2,2.4,4.5,177.7,57.69
135,추풍령,2024-12,15.9,-8.5,992.9,59,8.6,3.6,4.4,195.5,64.71
135,추풍령,2025-01,9.8,-13.7,993.5,62,19.8,2.9,4.3,179.6,57.77
135,추풍령,2025-02,14.4,-12.4,993.4,55,14.9,3.9,3.4,229.5,75.27
135,추풍령,2025-03,26,-5,988.9,56,45.5,3.2,5,205.3,55.26
136,안동,2023-04,27.5,.3,999.1,58,46.6,1.9,4.6,200.7,50.96
136,안동,2023-05,32.2,2.7,997.6,64,131.8,1.4,5.7,221.3,50.56
136,안동,2023-06,33.7,13.1,991.6,73,247.7,1.5,6.2,217,49.41
136,안동,2023-07,34.5,17.1,992.8,85,418.3,1.1,7.1,129.2,28.96
136,안동,2023-08,35.6,19.2,990.5,80,296.5,1.4,6.4,199.6,47.54
136,안동,2023-09,31.6,13.1,997.7,83,206.4,1.1,6.4,156.7,42
136,안동,2023-10,23.3,1.7,1002.9,77,8.5,1,4.9,205.2,58.71
136,안동,2023-11,26.6,-6.2,1004.8,65,32.1,1.8,3.3,204.3,66.37
136,안동,2023-12,18.2,-13.4,1007.8,67,76,1.6,4.1,169.8,56.28
136,안동,2024-01,12.8,-12.5,1007.9,65,13.4,1.7,3.7,191,61.73
136,안동,2024-02,16,-6,1008.2,75,62.3,1.3,6.3,106.5,35.02
136,안동,2024-03,21.3,-8.5,1001.8,61,55.7,1.8,4.8,199.5,55.51
136,안동,2024-04,29.3,3,998.2,64,59.1,1.4,5.4,204.3,51.79
136,안동,2024-05,30.5,5.9,997.3,65,107.8,1.6,4,261.7,61.68
136,안동,2024-06,35.7,11.1,992.2,68,86,1.3,5.2,238.1,54.21
136,안동,2024-07,34.6,20.2,991.8,83,386.1,1.4,7.1,143.6,32.21
136,안동,2024-08,35.9,19.5,992.3,77,58.6,1.4,4.5,239,57.04
136,안동,2024-09,36,11.8,998.2,80,154.1,1.3,6,188.2,50.55
136,안동,2024-10,24.8,4.8,1004.4,83,62.5,1,6.5,128,36.7
136,안동,2024-11,22.9,-3.3,1005.6,77,23.3,1.3,4.9,167.8,54.64
136,안동,2024-12,15.6,-10.4,1006,55,1.7,1.9,3.2,217.6,72.17
136,안동,2025-01,10.3,-14.9,1006.9,58,4.8,1.7,3.3,208.8,67.4
136,안동,2025-02,16.9,-15,1006.5,48,2.3,2.4,1.9,248,81.47
136,안동,2025-03,26.6,-3.5,1002.1,55,32.8,1.9,4.8,211.1,56.85
137,상주,2023-04,28.1,1.1,1003,58,45.6,1.4,4.8,199.8,50.78
137,상주,2023-05,33,3.5,1001.3,66,148.2,1,5.6,222.7,50.95
137,상주,2023-06,34.2,14.3,995.3,71,174.8,1.1,5.9,213.7,48.79
137,상주,2023-07,34.5,17.4,996.3,87,517.5,.7,6.9,133.9,31.05
137,상주,2023-08,36,20.3,994,83,333.2,.8,6.3,190.5,45.41
137,상주,2023-09,31.7,13.5,1001.4,85,225.1,.7,6.1,158.9,43.99
137,상주,2023-10,24.7,3.2,1006.7,71,5.2,1,4,231.3,66.12
137,상주,2023-11,27.5,-5.1,1009,62,35.9,1.7,3.3,190.3,61.77
137,상주,2023-12,17.6,-11.9,1012.1,67,120.1,1.6,4,157.5,52.19
137,상주,2024-01,13.6,-11.7,1012.3,64,29.2,1.9,3.3,175.8,56.71
137,상주,2024-02,16.9,-4.6,1012.1,74,93.1,1.3,6.2,108,34.26
137,상주,2024-03,22.7,-7.7,1005.8,58,72.3,1.9,4.3,208.5,56.09
137,상주,2024-04,29.4,4.8,1001.8,63,73.2,1.1,5.3,203,51.47
137,상주,2024-05,30.5,5.8,1001.1,64,96.1,1.2,4.1,273.6,62.49
137,상주,2024-06,35.5,12.1,995.9,65,116.2,1.1,4.9,259.3,59.19
137,상주,2024-07,34.7,20.6,995.4,84,534.6,1,6.6,133.5,30.98
137,상주,2024-08,35.7,20.1,995.8,79,61.7,.8,4.2,254.3,60.72
137,상주,2024-09,34.8,12.3,1001.6,81,261.9,.6,5.8,183.3,49.26
137,상주,2024-10,24.7,4.7,1008.2,83,95.2,.7,6.2,141.3,40.5
137,상주,2024-11,23.6,-3.8,1009.7,72,33.7,1.2,4.3,171.7,55.87
137,상주,2024-12,16.7,-6.4,1010.4,55,2.7,2.1,3.5,198.7,65.84
137,상주,2025-01,11.3,-12.7,1011.2,58,13.5,1.8,3.9,189.5,61.01
137,상주,2025-02,16.7,-11.3,1011.1,51,9.1,2.4,2.3,232.2,76.28
137,상주,2025-03,27.5,-2.7,1006,55,38.7,1.9,5,205.3,55.28
138,포항,2023-04,29.2,4.5,1014.5,56,33.6,3.1,4.3,232.1,59.04
138,포항,2023-05,33.9,8.4,1013.2,63,137.7,2.9,5.9,218.4,51.78
138,포항,2023-06,34.4,14,1006.8,70,101.5,2.6,6.1,231.5,52.95
138,포항,2023-07,34.6,18.6,1007.7,76,204.3,2.4,6.6,167.6,37.69
138,포항,2023-08,36.7,22.8,1005.4,77,272.5,2.8,6.3,182,43.44
138,포항,2023-09,31,16.9,1012.4,76,142.1,2.6,6.7,151.3,40.56
138,포항,2023-10,25,8.5,1017.3,58,4.4,2.5,3.7,240.3,68.64
138,포항,2023-11,28,-1.8,1019.3,49,13.1,2.9,2.6,215.9,69.87
138,포항,2023-12,20.6,-8.3,1022.7,53,106.4,2.9,3.8,192.2,63.52
138,포항,2024-01,14.7,-9.2,1022.7,52,27.4,3,3.5,201.7,64.9
138,포항,2024-02,20.4,-.5,1023.5,69,113.9,3.3,6.4,100.4,31.81
138,포항,2024-03,21.1,-5,1016.9,55,84.5,3.2,4.5,206.9,55.66
138,포항,2024-04,28.4,5.6,1013.3,65,65,3,5.6,189.6,48.12
138,포항,2024-05,32.1,8.4,1012,59,62.9,3,4.2,281.8,64.51
138,포항,2024-06,34,13.9,1006.7,65,97.7,2.5,5.9,246.8,56.44
138,포항,2024-07,35.6,20.4,1005.9,73,270.6,2.7,6.7,190.6,42.91
138,포항,2024-08,37.7,23.5,1006.3,75,18.9,2.6,4.6,262.9,62.86
138,포항,2024-09,35.1,17.6,1013.3,78,151,2.7,6.6,146.2,39.29
138,포항,2024-10,29,10.3,1019.3,71,132.9,2.8,6.2,137.2,39.29
138,포항,2024-11,22.3,2.6,1020.8,64,64,2.5,4.5,145.5,47.21
138,포항,2024-12,18.9,-3.5,1021,42,.6,2.9,2.7,236.9,78.26
138,포항,2025-01,12.4,-10.2,1022.1,46,14.9,3,2.5,225.8,72.53
138,포항,2025-02,18.9,-9.3,1021.6,38,8.8,3.2,2,243.6,79.84
138,포항,2025-03,27.1,-.1,1017.5,54,44.8,3.4,5.2,197.9,53.3
140,군산,2023-04,26.7,1.4,1012.6,66,66.1,2.5,4.9,192.8,49.05
140,군산,2023-05,29.7,6.6,1010.6,72,336,2.2,5.7,218.5,50.08
140,군산,2023-06,32.2,14.6,1004.9,78,179.1,2.5,5.7,224.8,51.43
